critic,fresh,imdb,publication,quote,review_date,rtid,title
Janet Maslin,rotten,0112740,New York Times,"Isn't there something awfully satisfying about the throbbing missiles and cathartic explosions that constitute this film's main excitement? Maybe so, but nothing else here delivers a comparable thrill.",2003-05-20,13167,Crimson Tide
Desson Thomson,none,0112740,Washington Post,,2002-09-10,13167,Crimson Tide
Mick LaSalle,fresh,0112740,San Francisco Chronicle,Crimson Tide has everything you could want from an action thriller and a few other things you usually can't hope to expect.,2002-06-18,13167,Crimson Tide
Rick Groen,fresh,0112740,Globe and Mail,"Nope, this picture doesn't bear thinking about, but, if you resist that nasty temptation, setting all your mental gauges at Dead Slow, the flow of the action will see you through.",2002-04-12,13167,Crimson Tide
Kenneth Turan,fresh,0112740,Los Angeles Times,"If ever a picture crackled, Crimson Tide fits the description.",2001-02-13,13167,Crimson Tide
Susan Wloszczyna,fresh,0112740,USA Today,Crimson Tide is pop-action naval gazing at its finest.,2000-01-01,13167,Crimson Tide
Rita Kempley,none,0112740,Washington Post,,2000-01-01,13167,Crimson Tide
Roger Ebert,fresh,0112740,Chicago Sun-Times,"This is the rare kind of war movie that not only thrills people while they're watching it, but invites them to leave the theater actually discussing the issues.",2000-01-01,13167,Crimson Tide
James Berardinelli,fresh,0112740,ReelViews,"Because of the contained environment, submarines make great settings for thrillers, with the throbbing of the engines sounding like a pulse. Crimson Tide is no exception -- the atmosphere alone is sufficient to keep the audience on edge.",2000-01-01,13167,Crimson Tide
,fresh,0112740,Entertainment Weekly,,1995-05-12,13167,Crimson Tide
Owen Gleiberman,fresh,0109508,Entertainment Weekly,,2011-09-07,14345,Crumb
Todd McCarthy,none,0109508,Variety,,2009-03-11,14345,Crumb
,none,0109508,Time Out,,2006-06-24,14345,Crumb
Stephen Holden,none,0109508,New York Times,,2003-05-20,14345,Crumb
Peter Travers,none,0109508,Rolling Stone,,2001-05-12,14345,Crumb
Stanley Kauffmann,none,0109508,The New Republic,,2000-01-01,14345,Crumb
Roger Ebert,fresh,0109508,Chicago Sun-Times,,2000-01-01,14345,Crumb
Mike Clark,fresh,0109508,USA Today,"Crumb's sense of humor is his saving personal grace and the movie's insurance policy against total immersion into the morbid. But just so you know, Crumb fully earns its most revealing screen credit: 'David Lynch Presents.'",2000-01-01,14345,Crumb
Edward Guthmann,none,0109508,San Francisco Chronicle,,2000-01-01,14345,Crumb
Hal Hinson,none,0109508,Washington Post,,2000-01-01,14345,Crumb
Desson Thomson,none,0109508,Washington Post,,2000-01-01,14345,Crumb
James Berardinelli,fresh,0109508,ReelViews,,2000-01-01,14345,Crumb
,fresh,0109508,Entertainment Weekly,,1995-05-19,14345,Crumb
Owen Gleiberman,fresh,0112851,Entertainment Weekly,,2011-09-07,16836,Desperado
Todd McCarthy,none,0112851,Variety,,2008-06-06,16836,Desperado
Geoff Andrew,fresh,0112851,Time Out,"Rodriguez's second feature may be a rambling, derivative exercise in gratuitous violence, but its determination to proceed as if the word 'restraint' never existed makes for gleeful entertainment.",2006-01-26,16836,Desperado
Janet Maslin,rotten,0112851,New York Times,"Mr. Rodriguez may be good enough to make a film about anything, but Desperado would collapse if its characters had to do anything but play with guns.",2003-05-20,16836,Desperado
Kenneth Turan,rotten,0112851,Los Angeles Times,"What Rodriguez has essentially done in Desperado is make a slicker, more expensive copy of what came before. And what looked promising for $7,000 looks tiresome for a whole lot more.",2002-08-15,16836,Desperado
Mick LaSalle,rotten,0112851,San Francisco Chronicle,"The routine gets tiresome for the Mariachi, and for the audience, too, after about an hour.",2002-06-18,16836,Desperado
Peter Travers,fresh,0112851,Rolling Stone,Desperado is best when Rodriguez lets his playful side cut through the blare of a born filmmaker indulging his first chance at high-end Hollywood fireworks.,2001-05-12,16836,Desperado
Rita Kempley,rotten,0112851,Washington Post,"On the whole, watching the film is about as much fun as sitting on a cactus.",2000-01-01,16836,Desperado
Roger Ebert,rotten,0112851,Chicago Sun-Times,"What happens looks terrific. Now if [Rodriguez] can harness that technical facility to a screenplay that's more story than setup, he might really have something.",2000-01-01,16836,Desperado
Desson Thomson,fresh,0112851,Washington Post,"In this movie, words and actions speak equally loudly.",2000-01-01,16836,Desperado
Mike Clark,rotten,0112851,USA Today,"Desperado, which is nothing but set pieces, snoozes between its scenes of carnage.",2000-01-01,16836,Desperado
James Berardinelli,rotten,0112851,ReelViews,Bloated and overlong.,2000-01-01,16836,Desperado
,fresh,0112851,Entertainment Weekly,,1995-08-25,16836,Desperado
,none,0112857,Variety,,2012-02-23,13753,Devil in a Blue Dress
Lisa Schwarzbaum,rotten,0112857,Entertainment Weekly,,2011-09-07,13753,Devil in a Blue Dress
Todd McCarthy,fresh,0112857,Variety,"Entering the main flow of the story relatively late, Don Cheadle steals all his scenes as a live-wire, trigger-happy old buddy of Easy's from Texas, while Sizemore and Mel Winkler, as colorful underworld figures, make strong impressions.",2009-03-26,13753,Devil in a Blue Dress
Geoff Andrew,fresh,0112857,Time Out,Sheer pleasure.,2006-01-26,13753,Devil in a Blue Dress
Janet Maslin,fresh,0112857,New York Times,"The role of Easy looks as tailor-made for Mr. Washington as his suit, and it shows off the full effect of this actor's movie-star dazzle.",2003-05-20,13753,Devil in a Blue Dress
Kenneth Turan,fresh,0112857,Los Angeles Times,"A fluid, persuasive piece of movie-making graced with the considerable visual sophistication.",2002-08-15,13753,Devil in a Blue Dress
Mick LaSalle,fresh,0112857,San Francisco Chronicle,The film also does a convincing job of re-creating Los Angeles of 1948 with both specificity and poetry.,2002-06-18,13753,Devil in a Blue Dress
Liam Lacey,rotten,0112857,Globe and Mail,"A bland, workaday detective flick.",2002-04-12,13753,Devil in a Blue Dress
Peter Travers,fresh,0112857,Rolling Stone,"The movie simmers with pungent suspense, humor and eroticism.",2001-05-12,13753,Devil in a Blue Dress
Desson Thomson,fresh,0112857,Washington Post,Franklin's picture is effortlessly wise beneath its entertaining surface.,2000-01-01,13753,Devil in a Blue Dress
Mike Clark,rotten,0112857,USA Today,"A hoary Chinatown knock-off wrapped in a seductively novel black-culture veneer, with a dash of Laura added for bad measure.",2000-01-01,13753,Devil in a Blue Dress
Hal Hinson,fresh,0112857,Washington Post,"First-rate American pulp -- fast, absorbing and substantive.",2000-01-01,13753,Devil in a Blue Dress
James Berardinelli,fresh,0112857,ReelViews,"While Devil in a Blue Dress never develops the taut momentum of Franklin's previous effort, One False Move, it maintains audience involvement.",2000-01-01,13753,Devil in a Blue Dress
Susan Stark,fresh,0112857,Detroit News,,2000-01-01,13753,Devil in a Blue Dress
Roger Ebert,fresh,0112857,Chicago Sun-Times,"I liked the movie without quite being caught up in it: I liked the period, tone and look more than the story, which I never really cared much about.",2000-01-01,13753,Devil in a Blue Dress
,rotten,0112857,Entertainment Weekly,,1995-09-29,13753,Devil in a Blue Dress
Owen Gleiberman,fresh,0112864,Entertainment Weekly,,2011-09-07,15786,Die Hard 3: With a Vengeance
David Ansen,none,0112864,Newsweek,,2008-04-07,15786,Die Hard 3: With a Vengeance
Brian Lowry,rotten,0112864,Variety,"Degenerates into an improbable, confusing series of chases and an overly involved heist that takes far too long to set up.",2007-06-25,15786,Die Hard 3: With a Vengeance
,rotten,0112864,Time Out,"There's little wit or originality on offer, just the familiar escalation of car chases and big bangs.",2006-01-26,15786,Die Hard 3: With a Vengeance
Caryn James,fresh,0112864,New York Times,"Pure action, with bigger and better explosions and stunts.",2004-08-30,15786,Die Hard 3: With a Vengeance
Peter Travers,fresh,0112864,Rolling Stone,"It's a tense, terrifically funny action dazzler with a wow level in special effects that will be hard to top.",2001-05-12,15786,Die Hard 3: With a Vengeance
Peter Rainer,rotten,0112864,Los Angeles Times,"The big set pieces don't build, really, they just pile up.",2001-02-21,15786,Die Hard 3: With a Vengeance
Rita Kempley,rotten,0112864,Washington Post,Explosions aren't so funny anymore.,2000-01-01,15786,Die Hard 3: With a Vengeance
Roger Ebert,fresh,0112864,Chicago Sun-Times,"Basically a wind-up action toy, cleverly made, and delivered with high energy. It delivers just what it advertises, with a vengeance.",2000-01-01,15786,Die Hard 3: With a Vengeance
James Berardinelli,rotten,0112864,ReelViews,"While parts one and two built momentum to an exhausting, exhilarating climax, part three has too many peaks and valleys (and, it seems, more of the latter than the former).",2000-01-01,15786,Die Hard 3: With a Vengeance
Mick LaSalle,fresh,0112864,San Francisco Chronicle,An audience on the edge of its seat doesn't quibble about plot points.,2000-01-01,15786,Die Hard 3: With a Vengeance
Desson Thomson,none,0112864,Washington Post,A triumph.,2000-01-01,15786,Die Hard 3: With a Vengeance
Mike Clark,rotten,0112864,USA Today,"Put to the sequel litmus test, queasily spectacular Vengeance would only rate a footnote without a strong original to exploit -- or a protracted telephone-terrorist subplot to steal from Dirty Harry 1.",2000-01-01,15786,Die Hard 3: With a Vengeance
,fresh,0112864,Entertainment Weekly,,1995-05-19,15786,Die Hard 3: With a Vengeance
Jonathan Rosenbaum,rotten,0112887,Chicago Reader,"Striking to look at, though often offensively opportunistic, this mainly comes across as a throwaway shocker with energy to spare. There's not much thought in evidence though.",2011-01-14,17217,The Doom Generation
Variety Staff,fresh,0112887,Variety,"A nihilistic comedy about a trio of alienated youngsters, pic is bold not only in its art design, but also in its narrative and tone, a mixture of satire and horror with heavy dosage of steamy sex and macabre violence.",2009-03-26,17217,The Doom Generation
Emanuel Levy,fresh,0112887,Variety,"Inspired by Godard's classic Band Apart, Araki's fifth feature is his most audacious and most technically accomplished film to date, reflecting the larger than usual budget and gained experience.",2006-06-20,17217,The Doom Generation
,fresh,0112887,Time Out,Imagine Natural Born Killers with a sense of humour.,2006-01-26,17217,The Doom Generation
Janet Maslin,rotten,0112887,New York Times,"Sledgehammer direction, heavy irony and the easiest imaginable targets hardly show talent off to good advantage.",2003-05-20,17217,The Doom Generation
Peter Travers,fresh,0112887,Rolling Stone,It's a savagely funny ride fueled by Araki's insight and blunt compassion.,2001-05-12,17217,The Doom Generation
Kevin Thomas,rotten,0112887,Los Angeles Times,Plays like a low-budget Natural Born Killers -- and that is not intended as a compliment.,2001-02-13,17217,The Doom Generation
Roger Ebert,rotten,0112887,Chicago Sun-Times,"This is the kind of movie where the filmmaker hopes to shock you with sickening carnage and violent amorality, while at the same time holding himself carefully aloof from it with his style.",2000-01-01,17217,The Doom Generation
Edward Guthmann,rotten,0112887,San Francisco Chronicle,"Amy's a screaming, speed-addled banshee, and not the sort of chick you'd want to run into late at night (or spend 85 minutes with in a darkened theater).",2000-01-01,17217,The Doom Generation
Desson Thomson,fresh,0112887,Washington Post,The violence becomes commonplace. The crudities never end. But there are hip benefits for staying to watch.,2000-01-01,17217,The Doom Generation
Hal Hinson,rotten,0112887,Washington Post,An arty atrocity for thugs and sub-literates that makes Natural Born Killers look like The Sound of Music.,2000-01-01,17217,The Doom Generation
Kathy Fennessy,fresh,0112887,Film.com,"More like Natural Born Killers than any other film that comes to mind, but it's ultimately sexier, funnier, and much more 'alternative' (in every sense of the word).",2000-01-01,17217,The Doom Generation
Richard Corliss,fresh,0112887,TIME Magazine,"Not every kid may be as mad and morose as Araki's lost boys... But a lot are, and in this fevered fantasy of Armageddon, he's got their number.",2000-01-01,17217,The Doom Generation
Tom Keogh,fresh,0112887,Film.com,"You sense that there is so much more at stake here than meets the eye, an extraordinary anger about and fear of 90s purposelessness and predatory intolerance.",2000-01-01,17217,The Doom Generation
Steve Daly,rotten,0112887,Entertainment Weekly,Good luck searching for meaning -- you'll find mostly blood and epithets.,1995-10-25,17217,The Doom Generation
David Stratton,none,0113044,Variety,,2009-03-26,15019,Feast of July
,none,0113044,Time Out,,2006-01-26,15019,Feast of July
